,난민 지위,전쟁 난민 인원 현황
105300,G / RA,0
105301,G / AR,2631
105302,G / FI,2999
105303,G / RA,0
105304,G / AR,20
105305,G / FI,100
105306,G / RA,0
105307,G / FI,11
105308,G / JR,6
105309,G / AR,51
105310,G / FI,77
105311,U / FI,0
105312,G / FI,3
105313,G / JR,3
105314,G / FI,17
105315,G / RA,0
105316,G / AR,7
105317,G / FI,1
105318,G / SP,30
105319,G / FI,0
105320,G / FI,46
105321,U / FI,1
105322,G / FI,1
105323,G / FI,1
105324,J / FI,2
105325,U / FI,1
105326,G / FI,1
105327,U / AR,1
105328,U / FI,1
105329,G / FA,3
105330,G / FI,3
105331,G / FI,56
105332,G / AR,3
105333,G / FI,5
105334,G / JR,1
105335,G / FI,9
105336,G / FI,3
105337,G / JR,1
105338,G / FI,0
105339,G / FA,0
105340,G / AR,0
105341,G / FI,20
105342,G / FA,5
105343,U / FI,0
105344,G / FI,175
105345,G / JR,65
105346,G / RA,0
105347,G / AR,498
105348,G / FI,241
105349,G / RA,0
105350,G / FI,0
105351,G / FI,0
105352,G / FI,0
105353,G / AR,1005
105354,G / FI,4944
105355,G / RA,0
105356,G / FI,4
105357,G / FI,10
105358,G / JR,2
105359,G / FI,12
105360,G / RA,0
105361,G / FI,5
105362,G / AR,527
105363,G / FI,841
105364,G / RA,5
105365,U / FI,0
105366,G / FI,68
105367,G / JR,9
105368,U / AR,0
105369,U / FI,14
105370,G / FI,0
105371,G / EO,294
105372,G / IN,359
105373,G / FI,0
105374,G / AR,45
105375,G / FI,1
105376,G / FI,205
105377,G / AR,2
105378,G / FI,16
105379,G / FA,0
105380,G / AR,27
105381,G / FI,12
105382,G / FI,434
105383,G / JR,181
105384,G / RA,45
105385,G / FI,26
105386,G / FI,38
105387,G / RA,0
105388,G / FI,0
105389,G / FI,4
105390,G / FI,0
105391,G / AR,4
105392,G / FI,103
105393,G / FI,12
105394,U / FI,1
105395,J / FA,6
105396,U / AR,50
105397,U / FI,108
105398,U / RA,2
105399,U / FI,77
105400,G / FA,30
105401,G / FI,0
105402,G / FI,1
105403,G / JR,0
105404,G / NA,15
105405,G / RA,1
105406,G / AR,1
105407,G / FI,1
105408,U / AR,1
105409,U / FI,3
105410,U / RA,0
105411,G / FI,14
105412,J / FI,0
105413,G / FI,4
105414,G / RA,0
105415,G / AR,135
105416,G / FI,175
105417,G / RA,0
105418,G / FA,11
105419,G / AR,11
105420,G / FI,23
105421,G / RA,0
105422,G / FI,14
105423,G / AR,24
105424,G / FI,19
105425,U / AR,0
105426,U / FI,17
105427,G / FI,18
105428,G / RA,0
105429,U / AR,1
105430,U / AR,2
105431,U / FI,1
105432,G / AR,1
105433,G / FI,4
105434,G / SP,8
105435,G / FI,3
105436,G / RA,0
105437,J / FI,138
105438,U / AR,74
105439,U / FI,481
105440,G / FA,0
105441,G / FI,0
105442,U / AR,1
105443,U / FI,6
105444,G / FA,0
105445,G / FI,3
105446,G / FA,1
105447,G / AR,19
105448,G / FI,0
105449,U / FA,1
105450,G / AR,86
105451,G / FI,147
105452,G / FI,21
105453,G / AR,3
105454,G / FI,15
105455,G / JR,1
105456,G / RA,0
105457,G / AR,18
105458,G / FI,10
105459,G / RA,0
105460,G / FI,1
105461,G / AR,0
105462,G / FI,2
105463,G / RA,0
105464,G / FI,0
105465,G / FI,1
105466,G / TA,1
105467,G / FA,2
105468,G / FI,20
105469,U / FI,3
105470,G / AR,12
105471,G / FI,13
105472,G / RA,0
105473,G / FI,77
105474,G / FA,0
105475,G / FI,0
105476,U / FI,2
105477,U / AR,0
105478,U / FI,1
105479,G / FA,741
105480,G / EO,52
105481,G / IN,89
105482,G / AR,0
105483,G / FI,236
105484,G / FI,154
105485,G / FI,46
105486,G / AR,1
105487,G / FI,16
105488,G / FI,2
105489,G / JR,0
105490,G / AR,1
105491,G / FI,35
105492,G / FI,1
105493,G / RA,0
105494,U / FI,0
105495,G / JR,0
105496,G / NA,7
105497,G / AR,0
105498,G / FI,1
105499,U / FI,7
105500,J / FI,0
105501,G / FI,4
105502,G / FI,2
105503,G / AR,3
105504,G / FI,37
105505,G / AR,0
105506,G / FI,2
105507,U / FI,0
105508,U / AR,1
105509,U / FI,1
105510,G / FI,5
105511,U / FI,0
105512,G / FI,2
105513,U / FI,7
105514,J / FI,0
105515,U / FI,2
105516,G / FI,2
105517,G / JR,0
105518,U / FI,0
105519,G / FI,3
105520,G / JR,1
105521,G / FI,0
105522,G / FI,5
105523,G / FI,0
105524,G / FI,0
105525,G / FI,3
105526,G / FI,4
105527,G / RA,0
105528,U / FI,1
105529,U / AR,1
105530,U / FI,1
105531,G / EO,13
105532,G / IN,37
105533,U / FI,1
105534,G / FI,1
105535,G / FI,3
105536,U / FA,0
105537,G / FI,1
105538,G / AR,2
105539,G / FI,4
105540,G / FA,0
105541,U / FI,1
105542,G / FI,72
105543,G / JR,17
105544,G / RA,11
105545,G / FI,1
105546,G / FI,39
105547,G / RA,0
105548,G / FI,4
105549,G / FI,2
105550,G / FI,475
105551,G / AR,4
105552,G / FI,91
105553,G / AR,0
105554,G / FI,147
105555,G / RA,0
105556,J / FA,0
105557,U / AR,2
105558,U / FI,33
105559,G / FA,0
105560,G / FI,0
105561,G / FI,1
105562,U / FI,1
105563,G / FI,1
105564,G / JR,0
105565,G / NA,440
105566,G / RA,13
105567,G / FI,1
105568,G / AR,16
105569,G / FI,13
105570,G / RA,0
105571,U / AR,2
105572,U / FI,11
105573,U / AR,149
105574,U / FI,4485
105575,U / RA,341
105576,G / FI,19
105577,G / FI,7
105578,J / FI,75
105579,G / FI,14
105580,G / RA,0
105581,G / AR,727
105582,G / FI,1280
105583,G / RA,0
105584,G / FA,6
105585,G / AR,60
105586,G / FI,1159
105587,G / RA,0
105588,G / FI,10
105589,G / JR,0
105590,G / FI,50
105591,G / FI,1
105592,G / AR,192
105593,G / FI,443
105594,G / FI,2
105595,G / JR,1
105596,G / FI,106
105597,G / RA,0
105598,U / AR,4
105599,U / FI,200
105600,U / AR,3
105601,U / FI,29
105602,G / AR,8
105603,G / FI,8
105604,G / SP,100
105605,U / FI,0
105606,U / FI,30
105607,G / FI,221
105608,G / RA,0
105609,U / AR,30
105610,U / FI,656
105611,U / RA,9
105612,G / FI,1
105613,J / FI,750
105614,U / AR,6
105615,U / FI,5693
105616,G / FA,6
105617,U / FI,0
105618,U / AR,118
105619,U / FI,585
105620,U / FI,7
105621,G / AR,1
105622,G / FI,2
105623,G / JR,1
105624,U / AR,5
105625,U / FI,68
105626,G / FI,1
105627,G / FA,2
105628,G / FI,0
105629,G / AR,1
105630,G / FI,111
105631,G / FA,85
105632,G / FI,0
105633,U / FA,3
105634,G / FI,0
105635,U / AR,9
105636,U / FI,40
105637,G / FI,1
105638,G / FI,4
105639,G / FI,146
105640,G / JR,16
105641,G / RA,0
105642,G / AR,302
105643,G / FI,363
105644,G / RA,0
105645,G / FI,12
105646,G / FI,0
105647,U / FI,0
105648,U / FI,1
105649,G / FI,0
105650,G / FI,20
105651,G / AR,0
105652,G / FI,2
105653,U / FI,0
105654,G / FI,4
105655,G / JR,1
105656,G / RA,0
105657,G / FI,6
105658,G / TA,12
105659,U / FI,0
105660,G / FA,2
105661,G / FI,0
105662,U / FI,0
105663,G / FI,260
105664,U / FI,0
105665,G / FI,2
105666,G / FI,1
105667,G / AR,82
105668,G / FI,231
105669,G / RA,0
105670,G / FI,1
105671,U / AR,78
105672,U / FI,262
105673,U / RA,60
105674,G / FA,3
105675,G / FI,0
105676,U / FI,7
105677,U / AR,9
105678,U / FI,49
105679,U / AR,3
105680,U / FI,98
105681,U / RA,0
105682,G / FA,454
105683,G / FI,30
105684,G / JR,8
105685,U / AR,0
105686,U / FI,1
105687,G / EO,79
105688,G / IN,115
105689,G / FI,0
105690,U / FI,5
105691,G / AR,2
105692,G / FI,24
105693,G / FI,1
105694,G / FI,1
105695,G / FI,1
105696,G / FI,162
105697,G / FI,0
105698,G / FA,0
105699,G / FI,0
105700,G / FI,330
105701,G / JR,204
105702,G / RA,51
105703,G / FI,1
105704,G / FI,9
105705,G / FI,3
105706,G / AR,9
105707,G / FI,77
105708,G / AR,0
105709,G / FI,206
105710,G / RA,0
105711,G / FI,0
105712,J / FA,0
105713,U / AR,7
105714,U / FI,106
105715,U / FI,0
105716,G / FA,0
105717,G / FI,0
105718,U / FI,0
105719,G / FI,1
105720,G / RA,0
105721,G / JR,0
105722,G / NA,254
105723,G / RA,2
105724,G / AR,2
105725,G / FI,3
105726,U / AR,1
105727,U / FI,3
105728,U / FI,1
105729,G / FI,43
105730,G / FI,10
105731,G / AR,154
105732,G / FI,250
105733,G / RA,0
105734,G / AR,9
105735,G / FI,24
105736,G / FI,1
105737,G / FI,0
105738,G / AR,448
105739,G / FI,318
105740,G / FI,6
105741,G / JR,2
105742,G / FI,92
105743,G / RA,0
105744,G / AR,1
105745,G / SP,1
105746,G / FI,2000
105747,G / RA,0
105748,G / FA,0
105749,G / AR,0
105750,G / FI,3
105751,U / AR,1
105752,U / FI,21
105753,G / FI,0
105754,G / FA,13
105755,G / AR,34
105756,G / FI,40
105757,G / FA,4
105758,U / FA,59
105759,U / FI,0
105760,G / FI,2
105761,G / FI,0
105762,G / FI,11
105763,G / JR,4
105764,G / RA,0
105765,G / AR,10
105766,G / FI,16
105767,G / FI,9
105768,G / FI,6
105769,G / JR,5
105770,G / RA,0
105771,G / FI,1
105772,G / AR,19
105773,G / FI,48
105774,G / RA,0
105775,G / FA,0
105776,G / FI,0
105777,U / FI,0
105778,U / FI,0
105779,U / AR,6
105780,U / FI,22
105781,G / FA,1
105782,G / FI,1
105783,G / JR,8
105784,G / FI,0
105785,G / EO,92
105786,G / IN,46
105787,G / AR,10
105788,G / FI,198
105789,G / FI,1
105790,G / AR,5
105791,G / FI,7
105792,G / FI,0
105793,G / FI,6
105794,G / FI,0
105795,G / AR,0
105796,G / FI,3
105797,U / FI,0
105798,G / FI,0
105799,U / FI,0
105800,G / AR,1
105801,G / FI,1
105802,G / RA,0
105803,G / AR,1
105804,G / FI,3
105805,G / RA,0
105806,U / FI,1
105807,G / EO,0
105808,G / IN,1
105809,G / AR,3
105810,G / FI,4
105811,G / FI,1
105812,G / NA,0
105813,U / FI,1
105814,G / FI,2
105815,G / FI,0
105816,G / FI,2
105817,G / AR,2
105818,G / FI,7
105819,G / FA,0
105820,G / FI,84
105821,G / JR,46
105822,G / RA,39
105823,G / FI,12
105824,G / FI,3
105825,G / AR,1
105826,G / FI,10
105827,G / FI,71
105828,G / RA,0
105829,U / AR,2
105830,U / FI,8
105831,J / FA,0
105832,U / AR,3
105833,U / FI,12
105834,G / FA,0
105835,G / AR,1
105836,G / FI,1
105837,G / FI,1
105838,G / AR,2
105839,G / FI,0
105840,G / FI,1
105841,G / JR,0
105842,G / NA,78
105843,G / RA,7
105844,G / AR,1
105845,G / FI,3
105846,U / AR,1
105847,U / FI,4
105848,U / FI,0
105849,G / FI,11
105850,G / FI,4
105851,G / AR,91
105852,G / FI,56
105853,G / RA,0
105854,G / FA,8
105855,G / AR,19
105856,G / FI,105
105857,G / RA,1
105858,G / FI,1
105859,G / JR,0
105860,G / FI,80
105861,G / FI,0
105862,G / AR,61
105863,G / FI,71
105864,G / FI,2
105865,G / JR,1
105866,G / FI,49
105867,G / RA,0
105868,U / FI,0
105869,U / FI,0
105870,G / AR,2
105871,G / FI,1
105872,G / SP,24
105873,G / FI,104
105874,G / RA,0
105875,J / FI,7
105876,U / FI,1
105877,G / FA,0
105878,J / FI,0
105879,U / FI,0
105880,G / FI,1
105881,U / AR,4
105882,U / FI,44
105883,G / FI,1
105884,G / JR,0
105885,G / FI,0
105886,G / FA,2
105887,G / FI,0
105888,G / AR,1
105889,G / FI,3
105890,G / FI,0
105891,U / FA,1
105892,U / AR,2
105893,U / FI,7
105894,G / FI,3
105895,G / FI,117
105896,G / JR,26
105897,G / RA,0
105898,G / AR,14
105899,G / FI,19
105900,G / FI,0
105901,G / FI,4
105902,G / FI,2
105903,G / FA,1
105904,G / FI,35
105905,G / AR,19
105906,G / FI,46
105907,G / RA,0
105908,U / AR,2
105909,U / FI,5
105910,U / RA,0
105911,J / FI,1
105912,G / FI,0
105913,U / FI,0
105914,U / FI,0
105915,U / AR,0
105916,U / FI,4
105917,G / FI,0
105918,G / JR,0
105919,G / FI,0
105920,G / EO,65
105921,G / IN,26
105922,G / FI,0
105923,G / AR,0
105924,G / FI,15
105925,G / FI,2
105926,G / AR,1
105927,G / FI,1
105928,G / FI,34
105929,G / JR,14
105930,G / RA,0
105931,J / FI,12
105932,G / FI,2
105933,G / AR,14
105934,G / FI,274
105935,G / FI,0
105936,G / AR,12
105937,G / FI,208
105938,G / JR,0
105939,G / NA,1
105940,G / FI,36
105941,G / FI,5
105942,G / AR,1
105943,G / FI,2
105944,G / AR,3
105945,G / FI,34
105946,G / AR,3
105947,G / FI,2
105948,G / FI,16
105949,G / FA,3
105950,G / FI,60
105951,G / RA,0
105952,G / FA,0
105953,G / FI,0
105954,G / FI,74
105955,G / FI,1
105956,G / AR,8
105957,G / FI,9
105958,G / RA,0
105959,G / FI,3
105960,G / FI,4
105961,G / AR,24
105962,G / FI,41
105963,G / RA,0
105964,G / FI,4
105965,G / EO,4057
105966,G / IN,1788
105967,G / FI,0
105968,G / FI,0
105969,G / FI,1
105970,G / FI,0
105971,G / FI,7
105972,U / FA,12
105973,G / FI,2
105974,G / AR,3
105975,G / FI,8
105976,G / FA,0
105977,G / FI,0
105978,G / FI,302
105979,G / JR,33
105980,G / RA,53
105981,U / FI,0
105982,G / FI,98
105983,G / RA,0
105984,G / FI,3
105985,G / FI,2
105986,G / FI,0
105987,G / FI,11
105988,G / AR,34
105989,G / FI,325
105990,G / AR,0
105991,G / FI,988
105992,G / RA,0
105993,U / AR,47
105994,U / FI,157
105995,U / RA,2
105996,U / FI,0
105997,G / FI,47
105998,G / AR,0
105999,G / FI,1
106000,U / FA,0
106001,G / AR,3
106002,G / FI,34
106003,G / FI,1
106004,G / JR,0
106005,G / NA,3348
106006,G / RA,134
106007,G / FI,0
106008,G / AR,386
106009,G / FI,663
106010,G / RA,0
106011,U / AR,15
106012,U / FI,659
106013,U / RA,9
106014,G / FI,118
106015,J / FI,2
106016,G / FI,246
106017,G / RA,0
106018,G / AR,395
106019,G / FI,518
106020,G / RA,0
106021,G / FA,2
106022,G / AR,84
106023,G / FI,427
106024,G / RA,6
106025,G / FI,12
106026,G / AR,200
106027,G / FI,386
106028,U / AR,5
106029,U / FI,38
106030,U / RA,1
106031,G / FI,19
106032,G / JR,4
106033,G / FI,230
106034,G / RA,0
106035,U / AR,0
106036,U / FI,313
106037,U / AR,1
106038,U / FI,46
106039,G / AR,9
106040,G / FI,3
106041,G / SP,68
106042,U / FI,0
106043,G / FI,0
106044,G / FI,1980
106045,G / RA,0
106046,U / AR,1
106047,U / FI,176
106048,U / RA,1
106049,G / FI,1
106050,J / FI,1322
106051,U / AR,59
106052,U / FI,5210
106053,G / FI,1
106054,G / FA,3
106055,U / FI,2
106056,U / AR,2
106057,U / FI,13
106058,J / FI,0
106059,U / FI,0
106060,G / FI,3
106061,U / FI,1
106062,G / AR,3
106063,G / FI,18
106064,G / JR,3
106065,G / FI,0
106066,U / AR,1
106067,U / FI,32
106068,U / FI,0
106069,G / FI,0
106070,G / FA,59
106071,G / AR,14
106072,G / FI,526
106073,G / FA,29
106074,G / AR,2
106075,G / FI,0
106076,U / FA,3
106077,G / FI,0
106078,U / AR,11
106079,U / FI,241
106080,G / FI,10
106081,G / FI,570
106082,G / JR,87
106083,G / RA,0
106084,G / AR,802
106085,G / FI,915
106086,G / RA,0
106087,U / FI,7
106088,G / FI,47
106089,G / FI,2
106090,U / AR,11
106091,U / FI,41
106092,G / FI,0
106093,G / FI,1
106094,G / FI,1
106095,G / FI,3
106096,G / FI,15
106097,G / FI,9
106098,G / FI,8
106099,G / JR,10
106100,G / RA,0
106101,G / FI,1
106102,G / TA,1
106103,G / FI,0
106104,U / FI,1
106105,G / FI,97
106106,U / FI,4
106107,G / FA,0
106108,G / FI,708
106109,U / FI,0
106110,G / FI,28
106111,G / RA,0
106112,G / FI,18
106113,G / AR,1033
106114,G / FI,3146
106115,G / RA,18
106116,G / FI,61
106117,U / AR,0
106118,U / FI,21
106119,U / RA,11
106120,G / FA,0
106121,U / FI,46
106122,U / AR,2
106123,U / RA,0
106124,U / AR,5
106125,U / FI,37
106126,U / AR,5
106127,U / FI,507
106128,U / RA,0
106129,G / FA,2797
106130,G / FI,32
106131,G / JR,14
106132,U / AR,1
106133,U / FI,9
106134,G / EO,342
106135,G / IN,57
106136,G / FI,0
106137,G / AR,96
106138,G / FI,3120
106139,G / FI,23
106140,G / FI,1
106141,G / FI,1
106142,G / FI,9
106143,G / FI,1
106144,G / AR,1
106145,G / FI,1
106146,G / FA,0
106147,G / FI,877
106148,G / JR,76
106149,G / RA,428
106150,G / FI,2
106151,G / RA,0
106152,G / FI,4
106153,G / FI,1
106154,G / AR,21
106155,G / FI,87
106156,G / AR,0
106157,G / FI,852
106158,G / RA,0
106159,G / AR,9
106160,G / FI,18
106161,G / RA,0
106162,G / JR,0
106163,G / NA,16594
106164,G / RA,8974
106165,G / AR,5
106166,G / FI,136
106167,G / RA,0
106168,U / FI,0
106169,G / FI,1
106170,G / FI,4
106171,G / FI,130
106172,G / AR,4237
106173,G / FI,3917
106174,G / RA,0
106175,G / AR,19
106176,G / FI,94
106177,G / RA,0
106178,G / AR,20
106179,G / FI,13
106180,G / FI,1
106181,G / FI,10
106182,G / JR,1
106183,G / FI,11150
106184,G / RA,0
106185,G / AR,0
106186,G / FI,6
106187,G / SP,31
106188,G / FI,249
106189,G / RA,0
106190,G / FI,13
106191,G / AR,207
106192,G / FI,200
106193,G / JR,231
106194,G / RA,27
106195,G / FA,6
106196,G / FI,2
106197,G / FA,3
106198,G / FI,177
106199,G / JR,34
106200,G / RA,0
106201,G / AR,227
106202,G / FI,235
106203,G / RA,0
106204,G / FI,0
106205,G / AR,1
106206,G / FI,2
106207,G / RA,0
106208,G / FI,1
106209,G / FI,9
106210,G / FI,30
106211,G / RA,0
106212,G / AR,1501
106213,G / FI,2398
106214,G / RA,13
106215,G / FI,0
106216,G / EO,43
106217,G / IN,161
106218,G / AR,0
106219,G / FI,0
106220,G / FI,0
106221,G / FA,0
106222,U / FI,1
106223,G / AR,0
106224,G / FI,5
106225,G / RA,0
106226,G / RA,0
106227,G / FI,1
106228,G / FI,44
106229,U / FI,6
106230,U / FI,1
106231,G / JR,0
106232,G / NA,30
106233,G / RA,2
106234,U / AR,13
106235,U / FI,161
106236,U / RA,32
106237,J / FI,38
106238,G / FI,0
106239,G / FI,1
106240,G / AR,0
106241,G / FI,12
106242,G / AR,1
106243,G / FI,5
106244,G / FI,1
106245,G / RA,0
106246,U / FI,41
106247,G / FI,2
106248,U / AR,6
106249,U / FI,0
106250,J / FI,375
106251,U / AR,54
106252,U / FI,26809
106253,G / FA,0
106254,U / AR,1
106255,U / FI,26
106256,G / FI,0
106257,G / FI,26
106258,G / FI,5
106259,G / FI,1
106260,G / AR,13
106261,G / FI,5
106262,G / AR,0
106263,G / FI,2
106264,U / AR,5
106265,U / FI,15
106266,U / RA,42
106267,G / FA,0
106268,G / FA,2243
106269,G / EO,0
106270,G / IN,0
106271,G / FI,0
106272,G / FI,0
106273,G / FI,0
106274,G / NA,1
106275,G / AR,1
106276,G / FI,2
106277,G / NA,0
106278,G / AR,22
106279,G / FI,1
106280,G / RA,0
106281,U / FI,0
106282,G / FI,4
106283,G / EO,0
106284,G / IN,0
106285,G / FI,1
106286,G / FI,1
106287,G / RA,0
106288,G / FI,379
106289,G / FI,13
106290,G / FI,6
106291,G / JR,0
106292,G / NA,1
106293,G / RA,8
106294,G / FI,2
106295,G / FI,1
106296,G / FI,1
106297,G / AR,1
106298,G / FI,6
106299,G / FI,5
106300,G / FI,0
106301,G / AR,4
106302,G / FI,4
106303,G / EO,5
106304,G / IN,4
106305,G / AR,1
106306,G / FI,1
106307,G / FI,0
106308,G / NA,0
106309,G / RA,0
106310,G / FI,5
106311,G / IN,0
106312,G / FI,0
106313,G / FI,0
106314,G / FI,0
106315,G / JR,0
106316,G / NA,2
106317,G / FI,0
106318,G / FI,1
106319,G / FI,1
106320,G / FI,0
106321,G / FI,0
106322,G / EO,0
106323,G / IN,0
106324,G / FI,0
106325,G / FI,4
106326,G / FI,0
106327,U / FI,0
106328,G / JR,0
106329,G / NA,0
106330,G / FI,1
106331,G / AR,3
106332,G / FI,15
106333,G / AR,1
106334,G / FI,11
106335,G / SP,4
106336,G / FI,1
106337,G / FA,0
106338,G / AR,4
106339,G / FI,9
106340,G / AR,48
106341,G / FI,58
106342,G / FI,0
106343,G / JR,0
106344,G / AR,2
106345,G / AR,4
106346,G / FI,4
106347,G / AR,1
106348,G / AR,0
106349,G / FI,1
106350,G / EO,0
106351,G / FI,1
106352,G / FI,99
106353,U / FA,7
106354,G / FI,81
106355,G / FI,83
106356,J / FI,1
106357,G / AR,2
106358,G / FI,53
106359,G / FA,0
106360,G / FI,6
106361,U / FI,3
106362,G / FI,1772
106363,G / JR,32
106364,G / RA,15
106365,G / FI,7530
106366,G / RA,0
106367,G / FI,20
106368,G / JR,6
106369,G / FI,72
106370,G / JR,1
106371,G / FI,2
106372,G / FI,1405
106373,G / FI,0
106374,G / AR,12
106375,G / FI,730
106376,G / AR,0
106377,G / FI,3216
106378,G / RA,0
106379,G / FI,1
106380,U / FI,8
106381,J / FA,1
106382,U / FI,2
106383,U / FI,0
106384,G / FI,7
106385,G / AR,1
106386,G / FI,3
106387,U / FA,3
106388,G / AR,197
106389,G / FI,929
106390,G / RA,0
106391,U / FI,16
106392,G / FI,79
106393,G / RA,0
106394,G / JR,0
106395,G / NA,25027
106396,G / RA,1676
106397,G / FI,0
106398,G / AR,54
106399,G / FI,4123
106400,G / RA,0
106401,G / FI,2
106402,U / FI,166
106403,U / RA,0
106404,G / FI,1171
106405,G / FI,13
106406,J / FI,0
106407,G / FI,149
106408,G / RA,0
106409,G / AR,128
106410,G / FI,1467
106411,G / RA,0
106412,G / FA,0
106413,G / AR,73
106414,G / FI,1717
106415,G / RA,3
106416,G / FI,76
106417,G / JR,6
106418,G / FI,4
106419,G / AR,738
106420,G / FI,1492
106421,U / FI,0
106422,G / FI,84
106423,G / JR,6
106424,G / FI,6253
106425,G / RA,0
106426,U / AR,0
106427,U / FI,25
106428,U / FI,22
106429,G / AR,4
106430,G / FI,24
106431,G / SP,4
106432,U / FI,38
106433,G / FI,5
106434,G / FI,490
106435,G / RA,0
106436,U / FI,6066
106437,G / FI,17
106438,G / AR,0
106439,G / FI,48
106440,U / FI,2
106441,J / FI,1
106442,U / FI,12
106443,G / FI,75
106444,U / AR,2
106445,U / FI,5
106446,G / FI,0
106447,G / FA,573
106448,U / FI,2
106449,U / AR,0
106450,U / FI,6733
106451,J / FI,6
106452,G / FI,6
106453,U / FI,3
106454,G / FI,7
106455,G / AR,5
106456,G / FI,61
106457,G / FI,28
106458,G / FI,0
106459,G / FI,66
106460,G / FI,0
106461,G / FA,325
106462,G / FI,16
106463,G / AR,11
106464,G / FI,396
106465,G / FA,1673
106466,U / FI,4
106467,U / FA,45
106468,U / AR,3
106469,U / FI,445
106470,G / AR,0
106471,G / FI,1
106472,G / FI,5
106473,G / FI,5952
106474,G / JR,58
106475,G / RA,0
106476,G / AR,230
106477,G / FI,1435
106478,G / RA,0
106479,U / FI,1
106480,G / FI,0
106481,G / FI,13
106482,U / FI,0
106483,U / FI,4
106484,G / FI,17
106485,G / FI,13
106486,G / FI,3
106487,G / AR,3
106488,G / FI,194
106489,G / RA,0
106490,G / FI,11
106491,G / FI,7
106492,U / FI,6
106493,G / FI,612
106494,G / JR,10
106495,G / RA,0
106496,G / FI,581
106497,G / TA,1753
106498,U / FI,4
106499,G / FI,59
106500,U / FI,0
106501,G / FA,2
106502,U / FI,0
106503,G / FI,83
106504,U / FI,1
106505,G / FI,42
106506,G / RA,0
106507,G / FI,85
106508,G / RA,0
106509,G / AR,842
106510,G / FI,18204
106511,G / RA,22
106512,G / FA,0
106513,G / FI,0
106514,U / FI,133
106515,U / AR,0
106516,U / FI,8
106517,U / AR,1
106518,U / FI,8230
106519,U / RA,1
106520,G / FA,1
106521,G / FI,234
106522,G / JR,66
106523,U / FI,6
106524,G / FI,6
106525,G / EO,161
106526,G / IN,820
106527,G / FI,0
106528,U / FI,1065
106529,G / AR,0
106530,G / FI,14
106531,G / FI,2
106532,G / FI,1
106533,G / FI,10
106534,G / FI,1
106535,G / AR,0
106536,G / FI,1
106537,G / FA,0
106538,G / FI,24
106539,G / JR,7
106540,G / RA,3
106541,G / FI,1
106542,G / FI,73
106543,G / FI,0
106544,G / FI,1
106545,G / FI,699
106546,G / AR,2
106547,G / FI,62
106548,G / AR,0
106549,G / FI,30
106550,G / RA,0
106551,J / FA,1
106552,U / AR,36
106553,U / FI,236
106554,U / RA,1
106555,U / FI,0
106556,G / FA,7
106557,G / JR,0
106558,G / NA,173
106559,G / RA,28
106560,G / AR,17
106561,G / FI,2
106562,U / AR,4
106563,U / FI,13
106564,U / AR,4
106565,U / FI,21
106566,U / RA,1
106567,G / FI,6
106568,G / AR,297
106569,G / FI,234
106570,G / RA,0
106571,G / FA,275
106572,G / AR,2
106573,G / FI,9
106574,G / FI,18
106575,G / FI,0
106576,G / AR,0
106577,G / FI,5
106578,U / FI,1
106579,G / AR,1
106580,G / SP,2
106581,G / FI,47
106582,U / FI,2
106583,J / FI,0
106584,U / FI,3
106585,G / JR,1
106586,U / FI,0
106587,U / FI,0
106588,G / FI,2
106589,U / AR,1
106590,U / FI,10
106591,G / AR,0
106592,G / FI,12
106593,U / FI,1
106594,G / FI,2
106595,G / AR,2
106596,G / FI,9
106597,G / FI,53
106598,G / FI,3
106599,G / JR,1
106600,G / RA,0
106601,G / AR,12
106602,G / FI,10
106603,G / RA,0
106604,U / FI,1
106605,G / FI,0
106606,U / FI,1
106607,G / FA,4
106608,G / FI,1
106609,G / AR,4
106610,G / FI,12
106611,G / RA,0
106612,U / AR,2
106613,U / FI,2
106614,U / RA,4
106615,G / FI,0
106616,U / FI,2
106617,G / FA,2
106618,G / FI,2
106619,G / JR,0
106620,U / FI,0
106621,G / EO,0
106622,G / IN,22
106623,G / FI,2
106624,G / FI,1
106625,G / FI,0
106626,G / AR,1
106627,G / FI,1
106628,G / FA,0
106629,G / FI,241
106630,G / JR,183
106631,G / RA,45
106632,G / FI,67
106633,G / FI,6
106634,G / FI,8
106635,G / FI,19
106636,G / AR,2
