https://novel-phinf.pstatic.net/20220303_237/novel_16462956044569QKsM_JPEG/tnwjd2.jpg?type=f150_118_2,위험한 오빠,달콤체리.,별점10.0
https://novel-phinf.pstatic.net/20181022_116/novel_1540176515897X85SC_JPEG/korean-2587180_640.jpg?type=f150_118_2,피 흘리며 피는 꽃(개정판),은밀희,별점10.0
https://novel-phinf.pstatic.net/20220107_62/novel_1641566274155cUx10_JPEG/kkkkkkkkkkkkkkkkkkkkkkkkkk.jpg?type=f150_118_2,막내의 노예가 될 순 없어,금소,별점10.0
https://novel-phinf.pstatic.net/20210111_147/novel_1610344827663fBiXk_JPEG/final.jpg?type=f150_118_2,바보에는 장사없다,은서노,별점10.0
https://novel-phinf.pstatic.net/20200911_46/novel_1599754043131Xpw9q_JPEG/pexels-dominika-roseclay-1244700.jpg?type=f150_118_2,혼인신고부터 했어요,펀트리,별점10.0
https://novel-phinf.pstatic.net/20211218_254/novel_1639755477869ikk33_JPEG/mail.naver.jpg?type=f150_118_2,대표님의 그녀,재즈카페,별점9.9
https://novel-phinf.pstatic.net/20140730_214/novel_1406698788840XBbup_PNG/romance_4.png?type=f150_118_2,숨길수 없는 집착,원도환,별점9.9
https://novel-phinf.pstatic.net/20171207_216/novel_151261756498118esS_JPEG/aadd.jpg?type=f150_118_2,어린 신부의 남자,진이현,별점10.0
https://novel-phinf.pstatic.net/20210803_167/novel_1627991328558lz5hi_PNG/KakaoTalk_20210803_204012836.png?type=f150_118_2,평범함을 위하여,다하루,별점10.0
https://novel-phinf.pstatic.net/20180205_46/novel_1517821274830ifiOP_JPEG/special.jpg?type=f150_118_2,나에게 특별한 그녀,아침안개,별점10.0
https://novel-phinf.pstatic.net/20160429_151/novel_1461908648533Iz1kg_PNG/EBB0A4.png?type=f150_118_2,우리의 아름다운 밤,이 정,별점10.0
https://novel-phinf.pstatic.net/20210929_279/novel_1632899541716Orxey_JPEG/endcover.jpg?type=f150_118_2,폭풍의 소나타,안나(Anna),별점10.0
https://novel-phinf.pstatic.net/20220105_241/novel_1641308424507DJcw0_JPEG/1.jpg?type=f150_118_2,무녀의 딸, 옥령(玉靈),보령,별점9.9
https://novel-phinf.pstatic.net/20220109_129/novel_16416988303247dXLo_JPEG/love%2Bblossom.jpg?type=f150_118_2,러브 블라썸,딜리안,별점10.0
https://novel-phinf.pstatic.net/20210823_71/novel_1629700827186epYLP_JPEG/9876.jpg?type=f150_118_2,얼음 여왕의 심술,박하연(박하꽃),별점10.0
https://novel-phinf.pstatic.net/20140730_214/novel_1406698788840XBbup_PNG/romance_4.png?type=f150_118_2,내 생애 첫 남자,빨간무지개,별점9.9
https://novel-phinf.pstatic.net/20160829_108/novel_1472404462139QwMeH_JPEG/ED96A5EAB8B0%2BEC9786EB8A942CEAB7B8EB9FACEB8298%2BECB998EB.jpg?type=f150_118_2,향기가 없는, 그러나 치명적인 장미,정도령,별점10.0
https://novel-phinf.pstatic.net/20200602_227/novel_1591106313850twDSW_JPEG/img_xl.jpg?type=f150_118_2,연애,붉은토마토,별점10.0
https://novel-phinf.pstatic.net/20160531_270/novel_1464704537126NYAuo_PNG/romance_4.png?type=f150_118_2,한번도 사랑한적 없는것처럼,원도환,별점9.8
https://novel-phinf.pstatic.net/20220303_94/novel_1646295650614KikLX_JPEG/1-3%2B28329.jpg?type=f150_118_2,나쁜 여자, 예쁜 남자,달콤체리.,별점10.0
https://novel-phinf.pstatic.net/20220215_67/novel_1644916010251ny1mG_JPEG/navercover.jpg?type=f150_118_2,너는 내 첫사랑이다.,달콤체리.,별점10.0
https://novel-phinf.pstatic.net/20170317_195/novel_1489711451376hjj8X_JPEG/01.jpg?type=f150_118_2,돌아온 스무살,손작가,별점10.0
https://novel-phinf.pstatic.net/20140730_214/novel_1406698788840XBbup_PNG/romance_4.png?type=f150_118_2,사랑에 오르다.,날기싫은 새,별점10.0
https://novel-phinf.pstatic.net/20171111_283/novel_1510408925615VUh8n_PNG/1.png?type=f150_118_2,흰가운을 입은 악마,온통,별점9.9
https://novel-phinf.pstatic.net/20170501_212/novel_1493617635339rGPaF_JPEG/we.jpg?type=f150_118_2,우리 두 사람,로즈빈,별점10.0
https://novel-phinf.pstatic.net/20210210_193/novel_1612929962388Me6JY_JPEG/Say%2Byou%2Blove%2Bme%2BED919CECA780.jpg?type=f150_118_2,Say you love me,맥끈,별점10.0
https://novel-phinf.pstatic.net/20161025_267/novel_1477401497988SdTA8_PNG/VP.png?type=f150_118_2,뱀파이어 교수,oz,별점10.0
https://novel-phinf.pstatic.net/20180301_166/novel_151990640030821mJ8_JPEG/tm.jpg?type=f150_118_2,너를 걷다,신이봄,별점10.0
https://novel-phinf.pstatic.net/20150701_71/novel_1435733605988KWsKU_JPEG/woonsim%2Bfront.jpg?type=f150_118_2,천년의 정인,구현, 이재익,별점10.0
https://novel-phinf.pstatic.net/20140415_246/novel_1397562389637FUDXp_JPEG/oppimg.jpg?type=f150_118_2,서랍을 열다,신이봄,별점9.9
https://novel-phinf.pstatic.net/20210908_82/novel_1631080278055vyAhg_JPEG/Screenshot_20210908-143540_KakaoTalk.jpg?type=f150_118_2,내 아이의 아빠,재즈카페,별점9.9
https://novel-phinf.pstatic.net/20181029_175/novel_1540739737763NYmzo_JPEG/dso.jpg?type=f150_118_2,달콤 살벌한 첫사랑,진이현,별점10.0
https://novel-phinf.pstatic.net/20200714_26/novel_1594703721578uzb9l_JPEG/gnn.jpg?type=f150_118_2,지독하게 너만을,진이현,별점10.0
https://novel-phinf.pstatic.net/20210209_114/novel_1612864859816kJyvQ_PNG/KakaoTalk_20210209_185928009.png?type=f150_118_2,너는 나의 구원이었어,다하루,별점10.0
https://novel-phinf.pstatic.net/20150617_34/novel_1434525644111LHJ54_JPEG/787.jpg?type=f150_118_2,그림자 신부,레인리,별점9.8
https://novel-phinf.pstatic.net/20200715_240/novel_1594809049335ymsSm_JPEG/Arte-tecido-pano-de-fundo-de-fotos-de-est-dio-fundos-para-o-interior-do-beb.jpg_.jpg?type=f150_118_2,색깔있는 여자, 성깔있는 남자(개정판),블 루 스 카 이,별점10.0
https://novel-phinf.pstatic.net/20200309_205/novel_1583723912181mcUN5_JPEG/ECBAA1ECB298.JPG?type=f150_118_2,조선 왕조에 떠오른 마지막 불새. 영월 공주,김진솔*,별점9.5
https://novel-phinf.pstatic.net/20140730_214/novel_1406698788840XBbup_PNG/romance_4.png?type=f150_118_2,노래 읽어주는 남자,soran,별점10.0
https://novel-phinf.pstatic.net/20170525_299/novel_1495682594095MOh3P_JPEG/jra.jpg?type=f150_118_2,공주의 무사,진이현,별점10.0
https://novel-phinf.pstatic.net/20161123_57/novel_1479827607642Ev5al_JPEG/p3.jpg?type=f150_118_2,귀향기사,양산형∀,별점9.6
https://novel-phinf.pstatic.net/20220109_230/novel_1641698791095RShgV_JPEG/my%2Bsun.jpg?type=f150_118_2,나의 태양,딜리안,별점10.0
https://novel-phinf.pstatic.net/20171121_116/novel_15112403655923acvy_JPEG/00.JPG?type=f150_118_2,가짜 부부,DALKI(딸기),별점10.0
https://novel-phinf.pstatic.net/20160628_42/novel_1467103060682ubkmW_PNG/romance_5.png?type=f150_118_2,친구에서 부부까지,이햇살,별점9.8
https://novel-phinf.pstatic.net/20210427_269/novel_16195115235721tyOa_JPEG/love22.jpg?type=f150_118_2,옆집에 사는 내 남편,뽀송구름,별점9.9
https://novel-phinf.pstatic.net/20210204_295/novel_1612437492650aMtPX_JPEG/who4.jpg?type=f150_118_2,아이 아빠는 누구?,뽀송구름,별점10.0
https://novel-phinf.pstatic.net/20170320_153/novel_1489997845347kFx5D_JPEG/EB82B4EC82ACEB9E91EABCACEBA7B9EC9DB4_750_1050-3.jpg?type=f150_118_2,내 사랑 꼬맹이(My little darling!),블 루 스 카 이,별점9.9
